"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","経度","緯度","分類"
"160","302082","紀の川(県)-14","地価調査","住宅","紀の川市","桃山町段新田字安多良３１２番","","135.362","34.2467","37200","37200","37200","37000","36900","36500","36000","35500","34500","33000","31000","29000","27100","25500","24500","23600","22600","21000","20200","19500","18600","18100","17700","17400","17100","135.361527820387","34.2466698742871","平成29年地価調査基準地"
"161","302082","紀の川(県)-15","地価調査","住宅","紀の川市","桃山町善田字垣内１１６３番１内","","135.389","34.221","16600","16600","16600","16600","16600","16400","16000","15800","15300","15000","14700","14200","13700","13200","12700","12300","11800","10800","10500","9900","9300","8730","8470","8220","8040","135.388997562282","34.2210294997555","平成29年地価調査基準地"
"162","302082","紀の川(県)-5","地価調査","住宅","紀の川市","貴志川町丸栖字井ノ奥１５６７番１３","","135.324","34.2383","72800","72800","72800","70800","69200","67500","62600","58800","55700","52200","48300","44700","41300","39100","37500","35500","33700","30800","29400","27800","26200","25300","24700","24300","24000","135.323837345854","34.2382898899134","平成29年地価調査基準地"
"163","302082","紀の川(県)5-1","地価調査","商業","紀の川市","西大井字波分９４番１","","135.363","34.2661","173000","165000","157000","147000","140000","133000","122000","115000","108000","99500","90800","80500","71000","66000","62500","59400","55400","51800","48500","46500","43800","41600","40500","40000","39600","135.362867298299","34.2660899440322","平成29年地価調査基準地"
"164","302082","紀の川(県)5-2","地価調査","商業","紀の川市","粉河字西前田４１８番２外","","135.408","34.2691","0","0","0","0","0","135000","125000","117000","112000","104000","92500","82400","71800","67000","63300","60100","56200","53000","50000","48000","45200","43000","40800","39100","37800","135.408186747177","34.2691307583622","平成29年地価調査基準地"
"166","302082","紀の川(県)5-4","地価調査","商業","紀の川市","桃山町元字中田３６１番１","","135.351","34.2396","90200","90200","90200","89200","88300","85200","81000","77000","73900","70300","64700","59400","54500","50500","47500","44900","42400","38500","36500","33600","31500","30200","29200","28300","27600","135.35137795015","34.239569892688","平成29年地価調査基準地"
"167","302082","紀の川(県)9-1","地価調査","工業","紀の川市","北勢田字烏子川１０７９番１０外","","135.373","34.2866","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22000","20700","19200","18200","17400","16500","15800","15200","14900","14700","135.373276865844","34.286629986149","平成29年地価調査基準地"
"169","302091","岩出(県)-2","地価調査","住宅","岩出市","金屋字岸ノ上１７９番１","","135.3","34.2664","0","58000","57000","54600","54000","52600","49500","46900","45000","42700","40500","38400","35000","33000","31800","31100","29500","28800","28000","27400","27100","26800","26400","25600","24900","135.299636340097","34.2663592536395","平成29年地価調査基準地"
"170","302091","岩出(県)-3","地価調査","住宅","岩出市","野上野字沼ノ上２２１番１９","","135.319","34.2715","0","0","0","0","0","0","69700","65200","62000","57500","53000","49000","45500","43200","41800","41300","40800","40200","39400","39400","40200","40200","40800","41200","41400","135.318486880013","34.2714894868822","平成29年地価調査基準地"
"171","302091","岩出(県)-4","地価調査","住宅","岩出市","中黒字髙圦４４６番４８","","135.286","34.2731","109000","109000","105000","98900","95000","89300","79700","74800","69500","63900","58700","54000","50700","48600","47100","46100","45000","44500","43700","43700","44500","44900","45800","46000","46100","135.285595777994","34.2730588555213","平成29年地価調査基準地"
"172","302091","岩出(県)-5","地価調査","住宅","岩出市","清水字北端２８５番１０","","135.318","34.2538","0","0","0","0","0","0","0","0","79000","72800","66700","61400","56800","54200","53000","52500","51000","50100","49100","48600","48600","48600","48600","48300","48000","135.317797086706","34.2538297835949","平成29年地価調査基準地"
"173","302091","岩出(県)-6","地価調査","住宅","岩出市","中迫字外野４３番２６","","135.319","34.2639","105000","105000","102000","97000","93000","87000","77700","72400","67500","62000","57200","52900","48700","46000","44800","44100","42700","42300","41200","40500","41300","41300","41300","41000","40700","135.318527000286","34.2638696562238","平成29年地価調査基準地"
"174","302091","岩出(県)3-1","地価調査","宅見","岩出市","西国分字西野々５５１番","","135.33","34.2681","0","0","0","0","41000","39300","37200","34500","31100","27700","24000","20000","17000","15500","14800","14500","14100","13900","13700","13500","13800","13800","13800","13800","13800","135.330327272863","34.2680498043453","平成29年地価調査基準地"
"175","302091","岩出(県)5-1","地価調査","商業","岩出市","清水字千代３６４番４","","135.317","34.2548","250000","225000","210000","193000","183000","170000","153000","140000","129000","119000","110000","100000","91000","84600","80200","77200","73500","71600","69700","68000","68000","68500","68500","68500","68500","135.317457066489","34.2547897657447","平成29年地価調査基準地"
"176","302091","岩出(県)5-2","地価調査","商業","岩出市","西野字保田１３１番１","","135.306","34.2589","0","0","0","0","0","0","0","0","0","138000","127000","112000","102000","94400","88700","85100","82500","80000","77800","76200","75400","75400","75400","75500","75500","135.306236674272","34.2588695064163","平成29年地価調査基準地"
"179","303046","紀美野(県)-3","地価調査","住宅","紀美野町","下佐々字上中通４６３番３","","135.318","34.157","37800","37800","37800","37800","37800","37800","37800","37800","37800","37400","37000","36500","36000","35100","34300","33500","31800","29900","28000","26000","24500","23300","22200","21200","20300","135.317908530113","34.1569687229434","平成29年地価調査基準地"
"180","303046","紀美野(県)-2","地価調査","住宅","紀美野町","福田字垣内２００番内","","135.343","34.1546","20000","20000","20000","20000","20000","20000","20000","20000","20000","19800","19600","19300","19200","19100","19000","18900","18800","17900","16800","15800","14900","14200","13700","13300","13000","135.343479073521","34.1546387071671","平成29年地価調査基準地"
"182","303046","紀美野(県)-1","地価調査","住宅","紀美野町","小西字大西３９５番１","","135.445","34.1463","7430","7430","7430","7430","7430","7430","7430","7430","7430","7300","7200","7200","7200","7100","7000","6900","6800","6700","6600","6500","6400","6300","6270","6230","6200","135.445467998061","34.1462990845532","平成29年地価調査基準地"
"184","303411","かつらぎ(県)-1","地価調査","住宅","かつらぎ町","大字妙寺字上ノ島１６０番３１","","135.53","34.3006","94500","94500","92000","91000","88400","87000","81000","77200","74000","70000","65100","61000","56500","52800","51500","50500","49000","46500","44800","42000","40200","38700","37500","36400","35200","135.53007639682","34.3006217948473","平成29年地価調査基準地"
"185","303411","かつらぎ(県)-2","地価調査","住宅","かつらぎ町","大字丁ノ町字北鳥居田７６８番１７","","135.517","34.3022","90000","88700","88000","87000","85200","82000","76200","72800","70000","65500","59200","54500","50200","46900","44800","44000","42700","40800","39000","37800","36200","34900","33800","32700","31700","135.516916300793","34.3021516044808","平成29年地価調査基準地"
"187","303411","かつらぎ(県)-4","地価調査","住宅","かつらぎ町","大字花園梁瀬字荒神小路６０４番","","135.515","34.1364","5970","5970","5970","5970","5970","5970","5900","5900","5800","5700","5600","5500","5400","5320","5270","5220","5100","4800","4600","4500","4400","4350","4330","4310","4300","135.515198912471","34.1364105101978","平成29年地価調査基準地"
"189","303411","かつらぎ(県)5-1","地価調査","商業","かつらぎ町","大字新田字上嶋北１０６番６","","135.518","34.2978","0","0","0","0","0","0","98000","91600","85000","78000","68800","62000","57000","53400","52200","50600","48600","46200","43100","41800","39800","38200","36700","35300","34300","135.517486459223","34.2977715484747","平成29年地価調査基準地"
"191","303437","九度山(県)-2","地価調査","住宅","九度山町","大字入郷字中ノ段５８７番１","","135.554","34.293","52000","52000","52000","52000","52000","52000","51500","51000","50000","46500","42500","40000","37500","35500","34100","33100","32000","31700","30200","28700","27300","26000","24900","23900","23000","135.553686404113","34.2929920964108","平成29年地価調査基準地"
"192","303437","九度山(県)-3","地価調査","住宅","九度山町","大字下古沢字柳３０９番３","","135.554","34.2671","0","0","0","0","0","0","0","0","0","26500","26200","25800","25200","24600","24100","23700","23000","22500","21900","21300","20700","20200","19800","19500","19300","135.553637301107","34.2671120345465","平成29年地価調査基準地"
"194","303445","高野(県)-1","地価調査","住宅","高野町","大字高野山字西院谷２３４番６","","135.575","34.2134","54500","54500","54500","54500","54500","54000","53500","53000","52500","52000","51000","50000","49000","48000","47500","47300","46000","45100","43100","41800","39500","37500","36000","34600","33300","135.575037753692","34.2133928732328","平成29年地価調査基準地"
"195","303445","高野(県)-2","地価調査","住宅","高野町","大字高野山字千手院谷４４番８内","","135.591","34.2197","50600","50600","50600","50600","50600","50500","50400","50000","49500","49000","48000","47000","46000","45100","44200","43800","42500","41400","39500","38400","35300","32500","31200","30000","28900","135.591467665207","34.2197429768823","平成29年地価調査基準地"
"196","303445","高野(県)-3","地価調査","住宅","高野町","大字高野山字蓮花谷５０７番５","","135.596","34.2122","52300","52300","52300","52300","52300","52000","51700","51300","50800","50300","49300","48300","47300","46300","45400","44800","43500","42400","40500","39200","37500","36000","34800","33700","32700","135.595677821427","34.2121629841452","平成29年地価調査基準地"
"197","303445","高野(県)5-1","地価調査","商業","高野町","大字高野山字小田原谷７６７番１内","","135.588","34.2127","188000","188000","188000","183000","180000","177000","173000","170000","167000","164000","156000","148000","140000","131000","127000","125000","120000","116000","108000","102000","96500","91500","88800","86100","84400","135.587507780303","34.2126629062318","平成29年地価調査基準地"
"199","303615","湯浅(県)-2","地価調査","住宅","湯浅町","大字青木字西長谷５４９番７","","135.186","34.0314","79000","79000","79000","78300","78300","77200","75500","73800","71800","69600","67500","65200","63000","61000","60100","58800","57000","54700","51000","47500","45100","43300","42000","41100","40400","135.185790560713","34.0314153730147","平成29年地価調査基準地"
"201","303615","湯浅(県)-1","地価調査","住宅","湯浅町","大字湯浅字宮ノ西１７６６番３","","135.182","34.0397","78000","78000","78000","78000","78000","77200","76000","74700","73600","71200","69000","66900","64800","62500","61600","61000","58600","55700","52000","48200","45500","42900","40700","39100","37800","135.18212022191","34.0397256804695","平成29年地価調査基準地"
"202","303615","湯浅(県)5-1","地価調査","商業","湯浅町","大字湯浅字筒井２３２８番３","","135.187","34.0405","201000","199000","193000","188000","184000","177000","169000","161000","151000","133000","120000","108000","95000","84500","82000","80400","75000","70500","64800","59600","55400","51600","48600","46300","44800","135.187320299207","34.0404755890907","平成29年地価調査基準地"
"204","303623","広川(県)-2","地価調査","住宅","広川町","大字山本字赤井段４４１番","","135.17","34.0134","35800","35800","35800","35800","35800","35600","35400","35000","34700","34400","34100","33800","32500","31300","30300","29500","28300","27000","25600","24800","22500","21400","20800","20300","20000","135.169950434793","34.0133551901872","平成29年地価調査基準地"
"205","303623","広川(県)-3","地価調査","住宅","広川町","大字下津木字権蔵原７４３番３","","135.214","33.9796","0","0","0","0","0","22000","22000","22000","21900","21700","21500","21300","21000","20700","20300","20000","19400","18700","17900","17600","17500","17000","16900","16800","16600","135.213960793818","33.9795550016014","平成29年地価調査基準地"
"208","303666","有田川(県)-2","地価調査","住宅","有田川町","大字水尻字垣内１１４５番６","","135.2","34.0529","0","81000","81000","80500","80500","79600","77900","76000","74000","73000","71300","69600","68200","67500","67500","67500","66000","64000","61600","59100","57300","56400","56400","56400","56300","135.199500175919","34.0528656977368","平成29年地価調査基準地"
"210","303666","有田川(県)-4","地価調査","住宅","有田川町","大字市場字里１５８番","","135.253","34.0676","63000","63000","63000","63000","63000","63000","62700","62400","62000","61800","61300","60500","59300","57500","56500","54800","51800","48500","45000","42200","39600","36900","35000","33800","32000","135.252739711549","34.0676256971688","平成29年地価調査基準地"
"211","303666","有田川(県)-5","地価調査","住宅","有田川町","大字歓喜寺字中越２３９番","","135.261","34.0502","24800","24800","24800","24800","24800","24800","24800","24800","24800","24800","24600","24500","24200","23700","23600","23600","23100","22400","21700","21100","21000","20400","20300","20200","20100","135.26128975002","34.0501750437039","平成29年地価調査基準地"
"215","303666","有田川(県)-3","地価調査","住宅","有田川町","大字粟生字戎山３９９番","","135.344","34.0485","25500","25500","25500","25500","25500","25300","25300","25300","25200","25100","24900","24700","24400","23900","23500","22400","20300","19300","18400","16600","15100","14000","13300","12700","12200","135.343951167181","34.0484478309723","平成29年地価調査基準地"
"216","303666","有田川(県)5-1","地価調査","商業","有田川町","大字徳田字北垣内２４１番９","","135.25","34.0635","205000","199000","193000","186000","182000","17300","156000","139000","123000","109000","95900","83000","75000","70000","68000","65800","61900","58000","53900","48500","44800","41300","38300","35800","33500","135.249989780806","34.0634854161808","平成29年地価調査基準地"
"217","303810","美浜(県)-1","地価調査","住宅","美浜町","大字和田字宮垣内１５８９番３","","135.125","33.8983","34700","34700","34700","34700","34700","34700","34700","34600","34600","34200","33800","33100","32400","31600","30600","29700","28700","27300","25800","24000","22500","21500","20800","20300","19800","135.12536205234","33.898284858652","平成29年地価調査基準地"
"218","303810","美浜(県)-2","地価調査","住宅","美浜町","大字吉原字大西５４７番１４","","135.14","33.8954","51000","51000","51000","51000","51000","50700","50500","50500","50400","50000","49500","48400","47400","46000","44400","43000","41600","39500","37700","35500","34000","32900","32100","31400","30700","135.139961975628","33.8954350577057","平成29年地価調査基準地"
"219","303810","美浜(県)-3","地価調査","住宅","美浜町","大字三尾字中ノ浜８８４番","","135.082","33.8911","0","0","0","0","0","0","0","0","0","28700","28400","27800","27300","26700","26000","25100","24200","23000","21600","20100","18700","17500","16600","15900","15300","135.082212484759","33.8910737786158","平成29年地価調査基準地"
"221","303828","日高(県)-1","地価調査","住宅","日高町","大字比井字濱田９８１番","","135.083","33.9212","22600","22600","22600","22400","22400","22000","22000","22000","22000","22000","21800","21500","21000","20400","19800","19300","18800","18000","17100","15800","14500","13500","13100","12700","12300","135.083391896229","33.921194017557","平成29年地価調査基準地"
"222","303828","日高(県)-2","地価調査","住宅","日高町","大字荊木字萩之前６３５番２外","","135.151","33.9263","31800","31800","31800","31600","31600","31500","31500","31500","31500","31300","31000","30600","30000","29100","28300","27500","26700","25500","24200","23100","22100","21400","20900","20500","20100","135.151001381601","33.9263350472462","平成29年地価調査基準地"
"223","303828","日高(県)-3","地価調査","住宅","日高町","大字高家字藤ノ木６２０番４","","135.14","33.9256","45000","45000","45000","44800","44800","44400","44200","44000","43800","43400","43000","42500","41500","40600","39600","38600","37600","35800","34000","32500","31200","29800","28900","28400","28000","135.139871440823","33.9255550514558","平成29年地価調査基準地"
"224","303828","日高(県)5-1","地価調査","商業","日高町","大字萩原字西前田８７３番３内","","135.144","33.9258","0","0","0","0","0","0","0","0","0","74400","73000","71500","69000","65600","62400","59400","56000","52600","49300","46500","44100","42000","40300","39700","38800","135.143591417375","33.9258050526782","平成29年地価調査基準地"
"225","303836","由良(県)-1","地価調査","住宅","由良町","大字網代字西２０１番１３","","135.116","33.961","47000","47000","47000","46600","46400","46200","45900","45700","45600","44700","44000","43500","42500","40800","39200","37700","35900","33600","31400","29200","27500","26300","25400","24800","24300","135.11586077681","33.9610244071957","平成29年地価調査基準地"
"226","303836","由良(県)-2","地価調査","住宅","由良町","大字吹井字柳原２５２番４８","","135.104","33.9676","38000","38000","38000","37800","37800","37800","37800","37700","37700","37500","37300","36900","36000","34800","33800","32800","31300","29800","28300","26500","25200","24200","23500","22900","22500","135.103960636346","33.9675341796262","平成29年地価調査基準地"
"227","303836","由良(県)-3","地価調査","住宅","由良町","大字衣奈字前田坪７６７番２","","135.107","33.9885","0","0","0","0","0","0","0","33500","33500","33500","33200","32800","32000","31000","30100","29300","28200","26900","25500","23800","22100","20900","20200","19700","19300","135.107109533181","33.9885341143568","平成29年地価調査基準地"
"229","303909","印南(県)-1","地価調査","住宅","印南町","大字島田字嶋田北側９８４番","","135.24","33.798","36300","36300","36300","36300","36300","36300","36300","36300","36100","35400","34700","34000","33300","32500","31900","30600","29100","27500","26100","25000","24000","23000","22300","21800","21300","135.240212637522","33.7980064656829","平成29年地価調査基準地"
"230","303909","印南(県)-2","地価調査","住宅","印南町","大字山口字不老ノ谷１３１８番","","135.221","33.8302","27000","27000","27000","27000","27000","27000","27000","27000","26900","26400","25900","25500","25000","24500","24200","23400","22600","21500","20500","19600","19100","18600","18100","17700","17300","135.221322962042","33.8301460572418","平成29年地価調査基準地"
"231","303909","印南(県)-3","地価調査","住宅","印南町","大字崎ノ原字横畑２６４番","","135.29","33.8705","10100","10100","10100","10100","10100","9900","9900","9900","9900","9600","9400","9200","9000","8800","8700","8340","7960","7530","7130","6800","6800","6700","6650","6650","6600","135.290382052942","33.8704562844614","平成29年地価調査基準地"
"232","303909","印南(県)5-1","地価調査","商業","印南町","大字印南字本郷３１４８番２","","135.22","33.8134","78600","78000","78000","78000","77000","76000","75200","74500","73300","71300","69000","67000","65000","62000","60100","55900","52000","47300","43900","40800","38000","35400","33100","31500","30500","135.220142845011","33.8133364371165","平成29年地価調査基準地"
"233","303917","みなべ(県)-1","地価調査","住宅","みなべ町","東岩代字丸山２０４５番","","135.287","33.7849","19100","19100","19100","19100","19100","19100","19000","19000","19000","18600","18200","17800","17500","17200","17000","16500","16000","15500","15000","14500","13900","13500","13200","13000","12800","135.286763432442","33.7848762283278","平成29年地価調査基準地"
"234","303917","みなべ(県)-2","地価調査","住宅","みなべ町","堺字道筋４８３番５","","135.33","33.7477","45000","45000","45000","45000","45000","44600","44300","44000","43600","42700","41500","40500","39500","38500","37700","36200","34900","33500","32000","30500","29000","27800","26800","25900","25200","135.329584229477","33.7477064860255","平成29年地価調査基準地"
"235","303917","みなべ(県)-3","地価調査","住宅","みなべ町","埴田字拜殿１５６番","","135.326","33.7609","64000","64000","64000","64000","64000","63200","62700","62200","61600","60500","58700","57000","55500","53700","52400","50300","48300","46300","44000","41700","39700","38100","36800","35600","34600","135.325533861021","33.7609066128606","平成29年地価調査基準地"
"236","303917","みなべ(県)-4","地価調査","住宅","みなべ町","西本庄字久宗１２７１番２外","","135.328","33.8069","53300","53300","53300","53300","53300","53300","53300","53300","53000","52000","51000","50000","49000","47500","46300","44400","42400","40500","38300","36300","34300","32900","31300","30000","29000","135.3282132253","33.8069269029996","平成29年地価調査基準地"
"239","303925","日高川(県)-1","地価調査","住宅","日高川町","大字小熊字法徳寺２３５７番９","","135.183","33.9094","41500","41500","41500","41500","41500","41500","41300","41000","40700","40400","40000","39600","38900","37300","35800","34500","33200","31300","29800","28500","27400","26400","25500","25100","24800","135.18312159348","33.9093348934403","平成29年地価調査基準地"
"240","303925","日高川(県)-2","地価調査","住宅","日高川町","大字江川字炭屋垣内１６５２番１外","","135.239","33.8904","12600","12600","12200","12200","12200","12000","12000","12000","11900","11800","11700","11600","11400","11200","11000","10600","10200","9700","9300","9000","8800","8640","8510","8380","8250","135.23934234475","33.8904051982537","平成29年地価調査基準地"
"242","303925","日高川(県)-4","地価調査","住宅","日高川町","大字坂野川字岩垣内３４４番１外","","135.294","33.9279","10600","10600","10600","10600","10600","10600","10600","10600","10600","10600","10500","10400","10200","10000","9800","9500","9200","8700","8300","8000","7650","7420","7280","7170","7050","135.294470790098","33.9278962899668","平成29年地価調査基準地"
"243","303925","日高川(県)-3","地価調査","住宅","日高川町","大字川原河字堂ノ上ミ１９１番","","135.368","33.9816","0","0","0","0","0","0","0","0","0","14700","14600","14500","14300","14000","13500","13000","12500","11800","11100","10700","10200","9980","9780","9630","9400","135.367560950116","33.9815972999292","平成29年地価調査基準地"
"248","304018","白浜(県)-2","地価調査","住宅","白浜町","字小谷奥３１４３番５１","","135.35","33.6822","82000","82000","82000","82000","82000","82000","80000","78000","76000","74000","71400","68600","66000","61200","56800","53000","50000","47000","44000","39800","37000","35500","34500","33800","33200","135.349927020715","33.6821858975827","平成29年地価調査基準地"
"250","304018","白浜(県)-4","地価調査","住宅","白浜町","堅田字櫛ケ峯２３９９番６９","","135.379","33.6758","77000","76000","75000","74000","74000","73200","69000","65000","61000","55000","49600","44800","42500","40000","38000","36000","34000","32000","30800","29700","29000","29000","30000","31000","32000","135.378567429796","33.6757563328296","平成29年地価調査基準地"
"252","304018","白浜(県)-3","地価調査","住宅","白浜町","日置字上廣小路８６０番","","135.444","33.5646","0","0","0","0","0","0","0","23500","23200","22800","22300","21800","21400","21100","20500","20000","19500","18800","18000","16500","16000","15600","15200","14800","14500","135.44435070719","33.5645557280191","平成29年地価調査基準地"
"254","304018","白浜(県)5-1","地価調査","商業","白浜町","字上堀８９０番８８外","","135.346","33.6851","0","0","350000","335000","325000","315000","300000","265000","233000","200000","172000","154000","138000","125000","116000","108000","102000","96000","91000","86000","83000","81000","80000","79500","79100","135.345506899114","33.6850657720409","平成29年地価調査基準地"
"256","304042","上富田(県)-1","地価調査","住宅","上富田町","岩田字大坊１７３７番１外","","135.443","33.7072","40000","40600","41000","41000","41000","41000","41000","40500","40000","39500","38500","37000","35600","34600","33500","32400","31700","30800","29800","28900","28000","27400","26800","26400","26000","135.442746539575","33.7072071164959","平成29年地価調査基準地"
"257","304042","上富田(県)-2","地価調査","住宅","上富田町","朝来字馬ノ谷２３２３番２２","","135.419","33.7022","48000","48000","48000","48000","48000","48000","47500","46800","46200","45500","44100","43000","41200","40000","38800","37500","36000","34300","32500","31500","30500","29900","29500","29200","28900","135.41881636611","33.7021665958531","平成29年地価調査基準地"
"258","304042","上富田(県)-3","地価調査","住宅","上富田町","生馬字両新田６４９番１","","135.428","33.6928","55000","55000","55000","55000","55000","54500","54000","53500","53000","52200","50200","48300","46400","44800","43300","41700","40000","38000","36000","34000","32500","31500","30800","30300","29900","135.427576687724","33.6927764769672","平成29年地価調査基準地"
"259","304042","上富田(県)5-1","地価調査","商業","上富田町","朝来字大沼２４５９番１３","","135.419","33.6967","87600","86700","86000","85100","84000","83000","81000","79200","77400","75500","71000","66700","62500","58600","55500","52400","49000","45400","42200","39200","37500","36400","35300","34300","33400","135.419016505009","33.696656456116","平成29年地価調査基準地"
"260","304069","すさみ(県)-1","地価調査","住宅","すさみ町","周参見字田中３９１５番","","135.498","33.5537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34300","33500","32600","31600","30100","28400","27700","27000","26300","25700","135.497832425987","33.5536758220434","平成29年地価調査基準地"
"261","304069","すさみ(県)-2","地価調査","住宅","すさみ町","周参見字大関２５１０番１","","135.503","33.5594","28600","28600","28600","28600","28600","28600","28600","28600","28300","27900","27600","27300","27000","26500","26000","25500","25000","24400","23700","22700","22000","21500","21100","20700","20300","135.50267219493","33.559355899665","平成29年地価調査基準地"
"262","304069","すさみ(県)-3","地価調査","住宅","すさみ町","江住字平１０１７番８","","135.604","33.5129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16500","16300","16000","15600","15000","14400","14100","13800","13600","13400","135.604053245016","33.5128877253473","平成29年地価調査基準地"
"264","304212","那智勝浦(県)-1","地価調査","住宅","那智勝浦町","大字下里字間所８８８番３","","135.923","33.5804","54000","54000","54000","53500","53000","51200","50200","48500","46800","44500","42300","39500","37500","35800","34300","33000","31500","28800","26400","24200","21800","20700","20000","19400","18900","135.922841552339","33.5804215553269","平成29年地価調査基準地"
"266","304212","那智勝浦(県)-3","地価調査","住宅","那智勝浦町","大字朝日１丁目１４８番","","135.938","33.6279","107000","107000","105000","105000","104000","100000","95500","91000","87700","82400","77500","71500","67200","63500","60000","57000","54000","48800","44800","41000","37000","35400","34300","32800","31700","135.938431443657","33.6279420778264","平成29年地価調査基準地"
"267","304212","那智勝浦(県)-2","地価調査","住宅","那智勝浦町","大字湯川字門口２５６番６０","","135.927","33.6229","58000","58000","58000","58000","58000","58000","58000","57200","56400","53200","49000","45500","42300","40000","37800","35800","33800","30800","28500","27000","25200","24200","23400","22500","21800","135.926601257862","33.6228920385365","平成29年地価調査基準地"
"268","304212","那智勝浦(県)5-1","地価調査","商業","那智勝浦町","大字北浜１丁目１６番","","135.943","33.6307","150000","149000","146000","145000","142000","136000","129000","122000","115000","109000","103000","94500","88000","81400","76000","70500","64800","58300","52600","47000","42000","39700","37500","36300","35200","135.943121480947","33.6306820786263","平成29年地価調査基準地"
"269","304221","太地(県)-1","地価調査","住宅","太地町","大字森浦字オソ作２５８番４","","135.928","33.5913","46000","46000","46000","46000","46000","45000","44500","43600","42500","41200","40000","38000","36200","34700","33000","31500","29900","27800","25400","23500","21600","20600","19700","18900","18200","135.928081603856","33.5913016481826","平成29年地価調査基準地"
"270","304221","太地(県)-2","地価調査","住宅","太地町","大字太地字暖海４１７０番","","135.945","33.5961","58800","58800","58800","58800","58400","56600","55200","53700","52100","50000","48000","45000","42200","40000","38000","36000","34000","30600","27500","25000","22500","21500","20600","19200","18400","135.944721742706","33.5961317784339","平成29年地価調査基準地"
"271","304221","太地(県)-3","地価調査","住宅","太地町","大字太地字高塚６８４番１","","135.95","33.5877","47500","47500","47500","47500","47500","47000","46500","45000","43600","40900","38000","35200","32800","31100","29500","28200","26800","25000","24000","23000","22000","21200","20600","20000","19600","135.950141800019","33.5876616772083","平成29年地価調査基準地"
"273","304247","古座川(県)-1","地価調査","住宅","古座川町","佐田字浦地平４５７番３","","135.698","33.5948","0","0","0","0","0","0","4940","4900","4850","4790","4730","4670","4610","4550","4490","4420","4320","4170","4000","3840","3690","3600","3540","3480","3450","135.697591707413","33.5948297995131","平成29年地価調査基準地"
"274","304247","古座川(県)-2","地価調査","住宅","古座川町","鶴川字柳谷１１６番","","135.745","33.5281","13600","13600","13600","13600","13600","13600","13500","13400","13300","13100","12900","12600","12300","12000","11700","11300","10800","10200","9590","9010","8470","8400","8360","8300","8240","135.745033034821","33.5281103225546","平成29年地価調査基準地"
"278","304271","北山(県)-2","地価調査","住宅","北山村","大字下尾井字片ブケ５３番２","","135.952","33.9385","10400","10400","10400","10400","10400","10200","10000","10000","9800","9700","9500","9300","9100","8900","8600","8400","8200","7900","7600","7400","7200","7000","6860","6750","6650","135.951795308331","33.9385251474565","平成29年地価調査基準地"
"279","304271","北山(県)-1","地価調査","住宅","北山村","大字大沼字中里１９６番","","135.964","33.9307","0","0","0","0","0","0","0","0","0","16500","16200","15700","15200","14700","14100","13700","13300","12900","12500","12200","11500","11000","10600","10300","10100","135.963635565835","33.9307350455046","平成29年地価調査基準地"
"280","304280","串本(県)-1","地価調査","住宅","串本町","田並字円光寺前１０６０番３","","135.716","33.486","30800","30800","30800","30800","30800","30800","30300","30000","29600","29000","28300","27600","26900","26100","25400","24500","23500","22000","20200","18200","16500","15100","14500","13800","13100","135.716474650404","33.486019441848","平成29年地価調査基準地"
"281","304280","串本(県)-2","地価調査","住宅","串本町","潮岬字上地１７０３番１外","","135.761","33.4478","33300","33300","33300","33300","33300","33300","32700","32500","32100","31400","30600","29800","29000","28300","28000","27800","27000","25500","24000","23600","23400","24000","23700","23700","23900","135.760925749874","33.4477700535321","平成29年地価調査基準地"
"282","304280","串本(県)-3","地価調査","住宅","串本町","串本２２００番","","135.787","33.4794","80000","80000","80000","80000","79000","78000","76800","74800","72800","70600","67600","64500","61600","58600","55700","52200","48700","45000","40600","36400","32700","30000","28700","27000","25400","135.786765850315","33.4793705262247","平成29年地価調査基準地"
"286","304280","串本(県)5-1","地価調査","商業","串本町","串本字中地生１７３５番９１外","","135.781","33.4703","161000","159000","159000","157000","156000","153000","149000","143000","135000","128000","114000","102000","91300","84900","79000","73500","68000","62500","56300","51200","46500","43700","41000","39000","37100","135.781496252662","33.4702404835322","平成29年地価調査基準地"
"287","302015","和歌山(林)-1","地価調査","林地","和歌山市","西庄字駒井谷１１６３番","","135.108","34.2701","0","0","0","0","6500000","6000000","5700000","5100000","4340000","3900000","3550000","3200000","2500000","2250000","2050000","1850000","1670000","1540000","1410000","1300000","1200000","1110000","1050000","993000","930000","135.107968584799","34.2700984898802","平成29年地価調査基準地"
